id,shard,language,task,pass_1,pass_2,duration_seconds,prompt_tokens,completion_tokens,test_timeouts,error_outputs,malformed_responses,exhausted_context_windows,syntax_errors,indentation_errors,lazy_comments,model,edit_format,aider_commit,result_path
javascript/sum-of-multiples,B,javascript,sum-of-multiples,True,True,58.17828989028931,1135,1502,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,javascript/exercises/practice/sum-of-multiples/.aider.results.json
javascript/tournament,B,javascript,tournament,True,True,514.8872337341309,1229,15475,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,javascript/exercises/practice/tournament/.aider.results.json
javascript/transpose,B,javascript,transpose,True,True,356.65829396247864,956,10206,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,javascript/exercises/practice/transpose/.aider.results.json
javascript/triangle,B,javascript,triangle,True,True,204.3311710357666,1038,5885,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,javascript/exercises/practice/triangle/.aider.results.json
javascript/twelve-days,B,javascript,twelve-days,False,False,389.09795784950256,13821,10669,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,javascript/exercises/practice/twelve-days/.aider.results.json
javascript/two-bucket,B,javascript,two-bucket,False,True,524.3444576263428,4948,13417,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,javascript/exercises/practice/two-bucket/.aider.results.json
javascript/variable-length-quantity,B,javascript,variable-length-quantity,False,True,516.9725663661957,3975,15302,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,javascript/exercises/practice/variable-length-quantity/.aider.results.json
javascript/word-search,B,javascript,word-search,True,True,370.8277099132538,913,11010,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,javascript/exercises/practice/word-search/.aider.results.json
javascript/wordy,B,javascript,wordy,False,False,428.89457964897156,4529,11128,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,javascript/exercises/practice/wordy/.aider.results.json
javascript/zebra-puzzle,B,javascript,zebra-puzzle,True,True,386.31179428100586,1402,11313,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,javascript/exercises/practice/zebra-puzzle/.aider.results.json
javascript/zipper,B,javascript,zipper,True,True,231.27052402496338,1269,6511,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,javascript/exercises/practice/zipper/.aider.results.json
python/affine-cipher,B,python,affine-cipher,True,True,303.8744547367096,1772,7790,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/affine-cipher/.aider.results.json
python/beer-song,B,python,beer-song,False,True,158.48387241363525,14928,4257,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/beer-song/.aider.results.json
python/book-store,B,python,book-store,False,True,636.9812560081482,6582,16244,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/book-store/.aider.results.json
python/bottle-song,B,python,bottle-song,False,True,264.2701256275177,4707,7247,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/bottle-song/.aider.results.json
python/bowling,B,python,bowling,False,True,10593.955649137497,6101,38714,0,5,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/bowling/.aider.results.json
python/connect,B,python,connect,True,True,929.5759897232056,992,9088,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/connect/.aider.results.json
python/dominoes,B,python,dominoes,True,True,547.1353704929352,953,14945,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/dominoes/.aider.results.json
python/dot-dsl,B,python,dot-dsl,False,False,265.84441089630127,5063,7217,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/dot-dsl/.aider.results.json
python/food-chain,B,python,food-chain,True,True,276.0767786502838,1298,8650,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/food-chain/.aider.results.json
python/forth,B,python,forth,False,True,862.7039785385132,5270,23645,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/forth/.aider.results.json
python/go-counting,B,python,go-counting,False,False,467.8538897037506,4806,12125,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/go-counting/.aider.results.json
python/grade-school,B,python,grade-school,False,True,373.993084192276,3713,10406,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/grade-school/.aider.results.json
python/grep,B,python,grep,True,True,202.1273877620697,990,5492,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/grep/.aider.results.json
python/hangman,B,python,hangman,False,False,276.7062931060791,3821,7431,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/hangman/.aider.results.json
python/list-ops,B,python,list-ops,False,True,357.2201175689697,3117,10528,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/list-ops/.aider.results.json
python/paasio,B,python,paasio,False,True,1620.3880405426025,6919,25879,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/paasio/.aider.results.json
python/phone-number,B,python,phone-number,False,True,255.9349343776703,4186,6317,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/phone-number/.aider.results.json
python/pig-latin,B,python,pig-latin,True,True,345.59324193000793,1321,8686,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/pig-latin/.aider.results.json
python/poker,B,python,poker,False,True,409.13625860214233,5673,11837,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/poker/.aider.results.json
python/pov,B,python,pov,False,True,813.2622954845428,7072,23645,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/pov/.aider.results.json
python/proverb,B,python,proverb,False,True,233.7853765487671,3920,6959,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/proverb/.aider.results.json
python/react,B,python,react,False,True,605.5707545280457,3148,16948,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/react/.aider.results.json
python/rest-api,B,python,rest-api,False,True,321.0421917438507,12416,9058,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/rest-api/.aider.results.json
python/robot-name,B,python,robot-name,True,True,72.66565465927124,833,1863,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/robot-name/.aider.results.json
python/scale-generator,B,python,scale-generator,True,True,304.425128698349,1612,8589,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/scale-generator/.aider.results.json
python/sgf-parsing,B,python,sgf-parsing,True,True,1049.1345753669739,2068,12360,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/sgf-parsing/.aider.results.json
python/simple-linked-list,B,python,simple-linked-list,True,True,159.354642868042,2738,4829,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/simple-linked-list/.aider.results.json
python/transpose,B,python,transpose,True,True,317.56965684890747,906,8965,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/transpose/.aider.results.json
python/tree-building,B,python,tree-building,False,True,638.5887830257416,4980,15949,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/tree-building/.aider.results.json
python/two-bucket,B,python,two-bucket,True,True,4185.740146398544,1468,16451,0,2,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/two-bucket/.aider.results.json
python/variable-length-quantity,B,python,variable-length-quantity,True,True,196.0014612674713,1310,5459,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/variable-length-quantity/.aider.results.json
python/wordy,B,python,wordy,False,True,767.7009897232056,4516,20808,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/wordy/.aider.results.json
python/zebra-puzzle,B,python,zebra-puzzle,True,True,262.11930322647095,1173,7894,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/zebra-puzzle/.aider.results.json
python/zipper,B,python,zipper,True,True,587.6602098941803,1116,15807,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,python/exercises/practice/zipper/.aider.results.json
rust/accumulate,B,rust,accumulate,False,False,201.89304637908936,6211,5658,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/accumulate/.aider.results.json
rust/acronym,B,rust,acronym,False,True,688.7853775024414,2357,19476,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/acronym/.aider.results.json
rust/alphametics,B,rust,alphametics,False,False,618.2309169769287,3517,16627,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/alphametics/.aider.results.json
rust/book-store,B,rust,book-store,True,True,1636.3045732975006,1289,12243,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/book-store/.aider.results.json
rust/bowling,B,rust,bowling,False,True,2224.7623822689056,5865,29030,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/bowling/.aider.results.json
rust/decimal,B,rust,decimal,True,True,5374.6753532886505,1111,17140,0,2,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/decimal/.aider.results.json
rust/dot-dsl,B,rust,dot-dsl,False,False,994.2502181529999,6006,12451,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/dot-dsl/.aider.results.json
rust/doubly-linked-list,B,rust,doubly-linked-list,False,True,6642.697739601135,10019,34134,0,3,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/doubly-linked-list/.aider.results.json
rust/fizzy,B,rust,fizzy,False,True,1971.5926630496979,4736,21746,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/fizzy/.aider.results.json
rust/forth,B,rust,forth,False,False,8563.513836622238,5495,42648,0,4,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/forth/.aider.results.json
rust/gigasecond,B,rust,gigasecond,True,True,29.808834552764893,1241,781,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/gigasecond/.aider.results.json
rust/grade-school,B,rust,grade-school,True,True,462.6027145385742,1132,12978,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/grade-school/.aider.results.json
rust/grep,B,rust,grep,True,True,168.41461443901062,1566,4556,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/grep/.aider.results.json
rust/luhn-from,B,rust,luhn-from,True,True,220.00174617767334,956,6252,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/luhn-from/.aider.results.json
rust/macros,B,rust,macros,False,False,207.89272332191467,3720,5294,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/macros/.aider.results.json
rust/nucleotide-codons,B,rust,nucleotide-codons,True,True,594.1667015552521,1192,17500,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/nucleotide-codons/.aider.results.json
rust/ocr-numbers,B,rust,ocr-numbers,False,True,3593.164628505707,4460,33064,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/ocr-numbers/.aider.results.json
rust/parallel-letter-frequency,B,rust,parallel-letter-frequency,False,True,186.92569375038147,3044,5242,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/parallel-letter-frequency/.aider.results.json
rust/pig-latin,B,rust,pig-latin,True,True,280.4420416355133,1340,7892,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/pig-latin/.aider.results.json
rust/poker,B,rust,poker,False,True,1368.8627834320068,5566,23131,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/poker/.aider.results.json
rust/react,B,rust,react,False,False,1451.5751667022705,16699,26204,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/react/.aider.results.json
rust/robot-name,B,rust,robot-name,True,True,448.6886146068573,967,11655,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/robot-name/.aider.results.json
rust/say,B,rust,say,True,True,259.50300002098083,1218,7763,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/say/.aider.results.json
rust/scale-generator,B,rust,scale-generator,True,True,591.6204028129578,1405,15435,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/scale-generator/.aider.results.json
rust/simple-cipher,B,rust,simple-cipher,True,True,181.03624320030212,1564,5352,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/simple-cipher/.aider.results.json
rust/two-bucket,B,rust,two-bucket,False,True,1584.6634435653687,4280,28885,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/two-bucket/.aider.results.json
rust/variable-length-quantity,B,rust,variable-length-quantity,False,True,631.2154393196106,3237,17979,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/variable-length-quantity/.aider.results.json
rust/word-count,B,rust,word-count,True,True,128.48494386672974,1141,3685,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/word-count/.aider.results.json
rust/wordy,B,rust,wordy,True,True,1069.8184750080109,1026,13426,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/wordy/.aider.results.json
rust/xorcism,B,rust,xorcism,False,False,731.9816558361053,6274,20630,0,0,0,0,0,0,0,openai/GLM-5.2,whole,5dc9490,rust/exercises/practice/xorcism/.aider.results.json
